title,genres,user_count,rating_avg,user_age_avg
Romeo Must Die (2000),"Action, Romance",331,3.14,25.33
Romeo and Juliet (1968),"Drama, Romance",356,3.92,31.34
Romper Stomper (1992),"Action, Drama",83,3.57,27.9
Romy and Michele's High School Reunion (1997),Comedy,755,3.05,26.88
Ronin (1998),"Action, Crime, Thriller",806,3.53,28.14
Room at the Top (1959),Drama,25,3.92,46.24
"Room with a View, A (1986)","Drama, Romance",560,4.0,33.95
Roommates (1995),"Comedy, Drama",35,3.14,34.6
Rope (1948),Thriller,191,3.9,31.2
Roseanna's Grave (For Roseanna) (1997),"Comedy, Romance",36,3.83,31.31
Rosemary's Baby (1968),"Horror, Thriller",712,3.82,33.92
Rosencrantz and Guildenstern Are Dead (1990),"Comedy, Drama",325,3.98,27.54
Rosetta (1999),Drama,35,3.6,29.71
Rosewood (1997),Drama,126,3.49,32.12
Rosie (1998),Drama,4,2.75,32.5
Rough Magic (1995),"Drama, Romance",19,2.68,32.32
Rough Night in Jericho (1967),Western,14,3.29,47.71
Roula (1995),Drama,1,2.0,45.0
Rounders (1998),"Crime, Drama",345,3.61,26.42
Roustabout (1964),Musical,34,2.53,39.06
Ruby in Paradise (1993),Drama,117,3.66,32.14
Rudy (1993),Drama,476,3.62,27.67
"Rugrats Movie, The (1998)","Animation, Children's, Comedy",141,2.78,23.41
Rules of Engagement (2000),"Drama, Thriller",420,3.35,29.47
"Ruling Class, The (1972)",Comedy,96,3.91,39.82
Rumble in the Bronx (1995),"Action, Adventure, Crime",570,3.44,25.34
Run Lola Run (Lola rennt) (1998),"Action, Crime, Romance",1072,4.22,27.57
"Run Silent, Run Deep (1958)",War,220,4.0,41.94
"Run of the Country, The (1995)",Drama,2,3.5,50.0
Runaway (1984),"Sci-Fi, Thriller",135,2.94,31.87
Runaway Bride (1999),"Comedy, Romance",650,3.12,29.59
Runaway Train (1985),"Action, Adventure, Drama, Thriller",201,3.42,35.11
Running Free (2000),Drama,1,4.0,50.0
"Running Man, The (1987)","Action, Adventure, Sci-Fi",730,3.2,28.19
Running Scared (1986),"Action, Comedy",259,3.38,29.32
Rush Hour (1998),"Action, Thriller",627,3.57,25.4
Rushmore (1998),Comedy,1220,3.84,26.61
Ruthless People (1986),Comedy,475,3.46,31.24
S.F.W. (1994),Drama,30,2.6,25.67
SLC Punk! (1998),"Comedy, Drama",139,3.62,23.77
Sabotage (1936),Thriller,54,3.7,31.22
Saboteur (1942),Thriller,89,3.82,33.96
Sabrina (1954),"Comedy, Romance",365,3.96,32.41
Sabrina (1995),"Comedy, Romance",458,3.41,30.2
Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,3,4.0,48.33
Safe (1995),Thriller,100,3.75,29.03
Safe Men (1998),Comedy,25,3.32,23.24
Safe Passage (1994),Drama,17,3.29,26.06
"Saint of Fort Washington, The (1993)",Drama,21,3.19,28.19
"Saint, The (1997)","Action, Romance, Thriller",563,3.2,27.51
"Saltmen of Tibet, The (1997)",Documentary,8,3.75,32.5
Saludos Amigos (1943),"Animation, Children's, Comedy",15,3.07,25.07
"Sandpiper, The (1965)","Drama, Romance",33,3.24,46.39
Sanjuro (1962),"Action, Adventure",69,4.61,31.96
Santa Claus: The Movie (1985),"Adventure, Children's, Fantasy",223,2.67,28.88
"Santa Clause, The (1994)","Children's, Comedy, Fantasy",641,3.19,27.98
Santa Fe Trail (1940),"Drama, Romance, Western",29,3.38,42.17
Santa with Muscles (1996),Comedy,7,1.0,21.43
Santitos (1997),Comedy,3,3.67,26.0
Sarafina! (1992),Drama,33,3.21,34.82
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama,11,3.27,30.73
Saturn 3 (1979),"Adventure, Sci-Fi, Thriller",133,2.44,34.88
"Savage Nights (Nuits fauves, Les) (1992)",Drama,8,2.5,28.75
Saving Grace (2000),Comedy,186,3.72,32.43
Saving Private Ryan (1998),"Action, Drama, War",2653,4.34,29.38
Savior (1998),Drama,4,4.0,24.0
Say Anything... (1989),"Comedy, Drama, Romance",914,4.02,27.2
"Scarlet Letter, The (1926)",Drama,37,3.24,31.95
"Scarlet Letter, The (1995)",Drama,75,2.47,28.47
Scary Movie (2000),"Comedy, Horror",613,3.01,24.01
Scent of a Woman (1992),Drama,555,3.71,29.92
Schindler's List (1993),"Drama, War",2304,4.51,30.48
Schizopolis (1996),Comedy,49,3.82,25.12
Schlafes Bruder (Brother of Sleep) (1995),Drama,1,5.0,50.0
School Daze (1988),Drama,74,2.92,29.68
"School of Flesh, The (L' École de la chair) (1998)",Drama,18,2.78,32.33
"Scorta, La (1993)",Thriller,1,2.0,18.0
"Scout, The (1994)",Drama,68,2.51,25.31
Scream (1996),"Horror, Thriller",886,3.58,25.47
Scream 2 (1997),"Horror, Thriller",455,2.98,24.19
Scream 3 (2000),"Horror, Mystery, Thriller",577,2.73,22.82
Screamers (1995),"Sci-Fi, Thriller",178,2.85,29.75
Screwed (2000),Comedy,60,2.53,18.93
Scrooged (1988),Comedy,516,3.48,27.27
"Sea Wolves, The (1980)","Action, War",16,3.81,37.81
"Search for One-eye Jimmy, The (1996)",Comedy,5,2.4,27.8
"Searchers, The (1956)",Western,245,4.09,35.68
Searching for Bobby Fischer (1993),Drama,720,3.98,29.94
Second Best (1994),Drama,2,3.5,34.0
"Second Jungle Book: Mowgli & Baloo, The (1997)","Adventure, Children's",6,1.67,26.0
"Secret Adventures of Tom Thumb, The (1993)","Adventure, Children's",25,2.8,28.0
Secret Agent (1936),Thriller,19,3.53,34.05
"Secret Agent, The (1996)",Drama,5,3.0,27.2
"Secret Garden, The (1993)","Children's, Drama",338,3.77,30.43
"Secret of NIMH, The (1982)","Animation, Children's",369,3.85,25.25
"Secret of Roan Inish, The (1994)",Drama,300,3.85,34.89
Secrets & Lies (1996),Drama,474,4.04,32.77
See the Sea (Regarde la mer) (1997),Drama,7,3.29,31.14
Selena (1997),"Drama, Musical",162,3.07,28.69
Sense and Sensibility (1995),"Drama, Romance",835,4.03,32.3
Senseless (1998),Comedy,55,2.76,23.38
"Separation, The (La Séparation) (1994)",Drama,3,2.67,28.33
Serial Mom (1994),"Comedy, Crime, Horror",389,3.05,28.14
Serpico (1973),"Crime, Drama",495,3.98,36.2
Sesame Street Presents Follow That Bird (1985),"Children's, Comedy",87,3.13,24.11
Set It Off (1996),"Action, Crime",93,3.01,25.17
Seven (Se7en) (1995),"Crime, Thriller",1137,4.11,26.35
Seven Beauties (Pasqualino Settebellezze) (1976),"Comedy, Drama",77,3.83,40.06
Seven Chances (1925),Comedy,5,4.0,29.6
Seven Days in May (1964),Thriller,165,4.25,43.22
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),"Action, Drama",628,4.56,32.89
Seven Years in Tibet (1997),"Drama, War",362,3.43,30.25
Seventh Heaven (Le Septième ciel) (1997),"Drama, Romance",8,2.5,23.25
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,299,4.23,31.92
"Seventh Sign, The (1988)",Thriller,175,3.1,27.34
"Sex, Lies, and Videotape (1989)",Drama,562,3.61,31.44
Sgt. Bilko (1996),Comedy,140,2.54,26.44
Shadow Conspiracy (1997),Thriller,19,2.74,29.47
Shadow of a Doubt (1943),"Film-Noir, Thriller",233,4.27,33.45
"Shadow, The (1994)",Action,203,2.73,28.52
Shadowlands (1993),"Drama, Romance",286,3.84,33.53
Shadows (Cienie) (1988),Drama,1,1.0,18.0
Shadrach (1998),Drama,25,3.24,35.6
Shaft (1971),"Action, Crime",222,3.41,32.0
Shaft (2000),"Action, Crime",421,3.24,26.43
Shaft in Africa (1973),"Action, Crime",29,2.59,30.41
Shaft's Big Score! (1972),"Action, Crime",44,2.73,35.09
"Shaggy D.A., The (1976)","Children's, Comedy",113,2.97,27.96
"Shaggy Dog, The (1959)","Children's, Comedy",156,3.22,32.16
Shakes the Clown (1991),Comedy,97,2.92,27.27
Shakespeare in Love (1998),"Comedy, Romance",2369,4.13,30.56
Shall We Dance? (1937),"Comedy, Musical, Romance",175,4.17,35.51
Shall We Dance? (Shall We Dansu?) (1996),Comedy,350,4.14,32.37
Shallow Grave (1994),Thriller,273,3.89,27.12
Shampoo (1975),"Comedy, Romance",273,3.24,38.12
Shane (1953),"Drama, Western",305,3.84,36.41
Shanghai Noon (2000),Action,791,3.65,27.97
Shanghai Surprise (1986),Adventure,33,1.67,28.55
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,74,3.65,31.04
Shattered Image (1998),"Drama, Thriller",12,3.0,32.17
"Shawshank Redemption, The (1994)",Drama,2227,4.55,29.62
She's All That (1999),"Comedy, Romance",410,3.05,23.91
She's Gotta Have It (1986),"Comedy, Romance",210,3.4,31.9
She's So Lovely (1997),"Drama, Romance",84,2.87,26.26
She's the One (1996),"Comedy, Romance",233,2.98,27.04
She-Devil (1989),Comedy,157,1.94,27.73
"Sheltering Sky, The (1990)",Drama,61,2.92,35.52
Shiloh (1997),"Children's, Drama",37,3.32,25.84
Shine (1996),"Drama, Romance",548,3.81,31.53
"Shining, The (1980)",Horror,1087,4.1,28.31
"Shooter, The (1995)",Action,10,2.9,42.1
Shooting Fish (1997),Romance,30,3.53,26.23
"Shop Around the Corner, The (1940)","Comedy, Romance",206,4.04,35.13
Shopping (1994),"Action, Thriller",6,2.0,22.0
Short Cuts (1993),Drama,301,3.82,30.25
"Show, The (1995)",Documentary,2,3.0,9.5
Shower (Xizhao) (1999),Comedy,63,3.86,32.27
Showgirls (1995),Drama,217,2.05,27.08
Sid and Nancy (1986),Drama,304,3.55,29.58
"Siege, The (1998)","Action, Thriller",386,3.12,27.81
"Silence of the Lambs, The (1991)","Drama, Thriller",2578,4.35,29.85
"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,1,1.0,56.0
Silent Fall (1994),"Drama, Thriller",20,3.1,32.85
Simon Birch (1998),Drama,202,3.61,29.23
Simon Sez (1999),Drama,4,2.25,21.5
Simpatico (1999),"Comedy, Drama",21,2.48,32.67
"Simple Plan, A (1998)","Crime, Thriller",745,3.75,28.61
"Simple Twist of Fate, A (1994)",Drama,55,3.16,28.38
"Simple Wish, A (1997)","Children's, Fantasy",27,2.78,22.04
Simply Irresistible (1999),"Comedy, Romance",115,2.74,26.86
Sinbad and the Eye of the Tiger (1977),"Action, Adventure",106,3.27,33.56
Singin' in the Rain (1952),"Musical, Romance",751,4.28,33.15
"Single Girl, A (La Fille Seule) (1995)",Drama,17,3.41,30.53
Single White Female (1992),Action,438,3.11,28.1
Singles (1992),"Comedy, Drama, Romance",429,3.48,25.49
Sirens (1994),"Comedy, Drama",207,3.08,30.66
Sister Act (1992),"Comedy, Crime",666,3.17,28.04
Sister Act 2: Back in the Habit (1993),Comedy,202,2.54,26.17
Six Days Seven Nights (1998),"Adventure, Comedy, Romance",471,2.91,29.45
Six Degrees of Separation (1993),Drama,315,3.82,29.64
Six Ways to Sunday (1997),Comedy,2,3.5,21.5
Six of a Kind (1934),Comedy,6,2.17,43.5
Six-String Samurai (1998),"Action, Adventure, Sci-Fi",71,3.37,23.56
Sixteen Candles (1984),Comedy,719,3.71,27.42
"Sixth Man, The (1997)",Comedy,19,2.47,22.42
"Sixth Sense, The (1999)",Thriller,2459,4.41,28.37
Skipped Parts (2000),"Drama, Romance",2,4.5,40.0
"Skulls, The (2000)",Thriller,302,2.73,23.46
Slam (1998),Drama,25,3.48,25.12
Slappy and the Stinkers (1998),"Children's, Comedy",1,3.0,1.0
Slaughterhouse (1987),Horror,8,1.5,33.12
Slaughterhouse 2 (1988),Horror,7,1.14,33.29
Slaves to the Underground (1997),"Comedy, Drama",2,3.5,21.5
Sleepaway Camp (1983),Horror,30,2.63,25.07
Sleeper (1973),"Comedy, Sci-Fi",744,3.98,33.85
Sleepers (1996),"Crime, Drama",374,3.55,26.7
Sleeping Beauty (1959),"Animation, Children's, Musical",511,3.71,28.39
Sleepless in Seattle (1993),"Comedy, Romance",986,3.76,30.56
Sleepover (1995),"Comedy, Drama",1,1.0,18.0
Sleepwalkers (1992),Horror,113,2.39,24.9
Sleepy Hollow (1999),"Horror, Romance",1066,3.52,26.59
Sliding Doors (1998),"Drama, Romance",464,3.79,28.81
Sling Blade (1996),"Drama, Thriller",1177,4.21,30.59
"Slingshot, The (Kådisbellan ) (1993)","Comedy, Drama",23,3.22,30.0
"Slipper and the Rose, The (1976)","Adventure, Musical, Romance",30,3.63,34.33
Sliver (1993),Thriller,169,2.22,29.29
"Slumber Party Massacre II, The (1987)",Horror,26,1.96,25.15
"Slumber Party Massacre III, The (1990)",Horror,15,1.73,27.13
"Slumber Party Massacre, The (1982)",Horror,27,1.93,27.85
"Slums of Beverly Hills, The (1998)",Comedy,267,3.31,27.29
Small Faces (1995),Drama,1,2.0,18.0
Small Soldiers (1998),"Animation, Children's, Fantasy, War",364,2.81,25.8
Small Time Crooks (2000),Comedy,369,3.37,28.4
Small Wonders (1996),Documentary,4,3.75,39.0
Smashing Time (1967),Comedy,2,5.0,47.5
"Smile Like Yours, A (1997)","Comedy, Romance",20,2.45,31.45
Smiling Fish and Goat on Fire (1999),Drama,26,3.27,29.42
Smilla's Sense of Snow (1997),"Action, Drama, Thriller",265,3.28,33.33
Smoke (1995),Drama,213,3.76,30.0
Smoke Signals (1998),"Comedy, Drama",372,3.81,31.45
Smoking/No Smoking (1993),Comedy,1,4.0,35.0
Snake Eyes (1998),"Action, Crime, Mystery, Thriller",495,2.75,27.63
Sneakers (1992),"Crime, Drama, Sci-Fi",1091,3.73,28.4
Snow Day (2000),Comedy,122,2.21,25.67
Snow Falling on Cedars (1999),Drama,398,3.41,31.8
Snow White and the Seven Dwarfs (1937),"Animation, Children's, Musical",763,3.85,29.05
Snowriders (1996),Documentary,2,2.5,21.5
"Snows of Kilimanjaro, The (1952)",Adventure,5,3.2,43.8
So Dear to My Heart (1949),"Children's, Drama",8,3.62,38.12
So I Married an Axe Murderer (1993),"Comedy, Romance, Thriller",682,3.38,25.73
Soapdish (1991),Comedy,365,3.23,29.5
Soft Fruit (1999),"Comedy, Drama",9,4.33,39.0
Soft Toilet Seats (1999),Comedy,1,3.0,35.0
Solar Crisis (1993),"Sci-Fi, Thriller",20,2.45,31.4
Solaris (Solyaris) (1972),"Drama, Sci-Fi",143,3.45,33.07
Solas (1999),Drama,21,3.19,30.86
Soldier (1998),"Action, Adventure, Sci-Fi, Thriller, War",290,2.93,28.61
"Soldier's Daughter Never Cries, A (1998)",Drama,70,3.71,35.57
"Soldier's Story, A (1984)",Drama,164,3.74,35.14
Solo (1996),"Action, Sci-Fi, Thriller",106,2.11,25.26
Some Folks Call It a Sling Blade (1993),"Drama, Thriller",306,4.25,33.43
Some Kind of Wonderful (1987),"Drama, Romance",230,3.59,26.55
Some Like It Hot (1959),"Comedy, Crime",832,4.3,34.56
Some Mother's Son (1996),Drama,20,3.9,33.9
Someone to Watch Over Me (1987),"Action, Crime, Thriller",141,3.13,34.91
Something Wicked This Way Comes (1983),"Children's, Horror",213,3.49,28.85
Something for Everyone (1970),"Comedy, Crime",13,3.15,40.31
Something to Sing About (1937),"Comedy, Musical",2,1.5,26.5
Something to Talk About (1995),"Comedy, Drama, Romance",164,2.84,29.1
Somewhere in Time (1980),"Drama, Romance",285,3.59,33.19
Somewhere in the City (1997),Drama,1,2.0,18.0
Sommersby (1993),"Drama, Mystery, Romance",291,3.26,32.03
Son in Law (1993),Comedy,206,2.67,23.3
Son of Dracula (1943),Horror,42,2.76,36.67
Son of Flubber (1963),"Children's, Comedy",76,3.14,36.51
Son of Frankenstein (1939),Horror,65,3.32,35.58
"Son of the Sheik, The (1926)",Adventure,14,3.57,35.21
Song of Freedom (1936),Drama,1,5.0,56.0
Song of the South (1946),"Adventure, Animation, Children's, Musical",221,3.6,33.64
Sonic Outlaws (1995),Documentary,2,4.0,35.0
Sophie's Choice (1982),Drama,344,3.98,36.39
Sorority House Massacre (1986),Horror,22,2.05,27.36
Sorority House Massacre II (1990),Horror,28,1.79,26.96
Soul Food (1997),Drama,85,3.28,26.91
Soul Man (1986),Comedy,193,2.41,27.48
"Sound of Music, The (1965)",Musical,882,3.93,31.72
Sour Grapes (1998),Comedy,11,2.73,26.09
"Source, The (1999)",Documentary,29,3.66,29.66
South Pacific (1958),"Musical, Romance, War",280,3.61,36.58
"South Park: Bigger, Longer and Uncut (1999)","Animation, Comedy",1269,3.76,24.83
Soylent Green (1973),"Sci-Fi, Thriller",422,3.52,34.58
Space Cowboys (2000),"Action, Sci-Fi",478,3.38,30.64
Space Jam (1996),"Adventure, Animation, Children's, Comedy, Fantasy",563,2.62,25.53
Spaceballs (1987),"Comedy, Sci-Fi",899,3.28,26.76
"Spanish Prisoner, The (1997)","Drama, Thriller",493,3.94,29.97
Spanking the Monkey (1994),"Comedy, Drama",175,3.45,27.41
Spartacus (1960),Drama,426,4.02,32.59
Spawn (1997),"Action, Adventure, Sci-Fi, Thriller",475,2.62,26.21
"Specialist, The (1994)",Action,153,2.65,27.63
"Specials, The (2000)",Comedy,8,3.88,29.75
Species (1995),"Horror, Sci-Fi",550,2.82,27.64
Species II (1998),"Horror, Sci-Fi",198,2.05,29.17
Speechless (1994),"Comedy, Romance",140,2.89,28.09
Speed (1994),"Action, Romance, Thriller",1650,3.57,28.67
Speed 2: Cruise Control (1997),"Action, Romance, Thriller",367,1.87,27.98
Spellbound (1945),"Mystery, Romance, Thriller",206,3.91,35.18
Sphere (1998),"Adventure, Sci-Fi, Thriller",541,2.66,28.51
Spice World (1997),"Comedy, Musical",190,1.87,23.04
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)","Action, Drama",4,2.5,30.75
"Spiral Staircase, The (1946)",Thriller,43,4.05,41.35
Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,9,3.22,40.33
"Spitfire Grill, The (1996)",Drama,156,3.44,31.55
Splash (1984),"Comedy, Fantasy, Romance",1163,3.43,30.13
Splendor (1999),Comedy,28,2.82,26.46
Splendor in the Grass (1961),Drama,108,3.76,36.88
Spring Fever USA (a.k.a. Lauderdale) (1989),Comedy,3,1.0,38.67
Sprung (1997),Comedy,6,2.67,22.0
Spy Hard (1996),Comedy,107,2.57,24.98
"Spy Who Loved Me, The (1977)",Action,487,3.61,31.16
Squanto: A Warrior's Tale (1994),"Adventure, Drama",15,3.53,36.33
St. Elmo's Fire (1985),"Drama, Romance",352,3.11,28.78
Stag (1997),"Action, Thriller",5,2.4,20.8
Stage Fright (1950),"Mystery, Thriller",26,3.58,35.31
Stalag 17 (1953),"Drama, War",394,4.23,37.74
Stalingrad (1993),War,33,3.52,36.42
Stalker (1979),"Mystery, Sci-Fi",52,3.63,30.37
Stand and Deliver (1987),Drama,327,3.76,29.02
Stand by Me (1986),"Adventure, Comedy, Drama",1785,4.1,29.5
Stanley & Iris (1990),"Drama, Romance",68,3.06,34.13
"Star Is Born, A (1937)",Drama,91,3.35,36.43
Star Kid (1997),"Adventure, Children's, Fantasy, Sci-Fi",63,2.19,27.7
"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,14,3.21,31.86
Star Maps (1997),Drama,30,2.9,30.17
Star Trek III: The Search for Spock (1984),"Action, Adventure, Sci-Fi",927,3.35,30.36
Star Trek IV: The Voyage Home (1986),"Action, Adventure, Sci-Fi",1126,3.66,29.82
Star Trek V: The Final Frontier (1989),"Action, Adventure, Sci-Fi",613,2.75,29.13
Star Trek VI: The Undiscovered Country (1991),"Action, Adventure, Sci-Fi",1001,3.41,29.7
Star Trek: First Contact (1996),"Action, Adventure, Sci-Fi",1310,3.71,29.26
Star Trek: Generations (1994),"Action, Adventure, Sci-Fi",990,3.38,29.07
Star Trek: Insurrection (1998),"Action, Sci-Fi",807,3.35,28.86
Star Trek: The Motion Picture (1979),"Action, Adventure, Sci-Fi",792,3.14,30.66
Star Trek: The Wrath of Khan (1982),"Action, Adventure, Sci-Fi",1448,3.88,30.57
Star Wars: Episode I - The Phantom Menace (1999),"Action, Adventure, Fantasy, Sci-Fi",2250,3.41,27.87
Star Wars: Episode IV - A New Hope (1977),"Action, Adventure, Fantasy, Sci-Fi",2991,4.45,29.59
Star Wars: Episode V - The Empire Strikes Back (1980),"Action, Adventure, Drama, Sci-Fi, War",2990,4.29,29.31
Star Wars: Episode VI - Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War",2883,4.02,28.96
Stardust Memories (1980),"Comedy, Drama",121,3.28,34.09
Stargate (1994),"Action, Adventure, Sci-Fi",1116,3.49,28.39
Starman (1984),"Adventure, Drama, Romance, Sci-Fi",865,3.46,32.37
"Stars Fell on Henrietta, The (1995)",Drama,17,3.06,39.18
Stars and Bars (1988),Comedy,14,2.71,36.21
Starship Troopers (1997),"Action, Adventure, Sci-Fi, War",1163,3.13,27.71
Stay Tuned (1992),Comedy,71,2.38,23.89
"Steal Big, Steal Little (1995)",Comedy,13,2.46,29.15
Steal This Movie! (2000),Drama,40,3.0,29.2
Stealing Beauty (1996),Drama,103,3.38,29.4
Stealing Home (1988),Drama,66,3.2,27.73
Steam: The Turkish Bath (Hamam) (1997),"Drama, Romance",15,3.47,36.4
Steamboat Willie (1940),"Animation, Children's, Comedy, Musical",197,3.39,30.07
Steel (1997),Action,67,1.64,24.34
Steel Magnolias (1989),Drama,408,3.59,30.91
"Stepford Wives, The (1975)","Sci-Fi, Thriller",300,3.31,37.0
Stepmom (1998),Drama,146,3.14,26.55
"Sticky Fingers of Time, The (1997)",Sci-Fi,4,3.5,30.75
Stiff Upper Lips (1998),Comedy,13,3.23,28.38
Stigmata (1999),Thriller,419,2.9,26.56
Still Breathing (1997),"Comedy, Romance",27,3.37,28.11
Still Crazy (1998),"Comedy, Romance",30,3.33,30.23
"Sting, The (1973)","Comedy, Crime",1049,4.32,34.0
Stir of Echoes (1999),Thriller,487,3.63,26.01
Stonewall (1995),Drama,20,3.85,28.85
Stop Making Sense (1984),Documentary,239,4.23,31.59
Stop! Or My Mom Will Shoot (1992),"Action, Comedy",179,1.78,26.25
"Story of G.I. Joe, The (1945)",War,21,3.67,48.29
"Story of Us, The (1999)","Comedy, Drama",280,2.82,28.78
"Story of Xinghua, The (1993)",Drama,7,3.57,36.71
"Straight Story, The (1999)",Drama,429,4.06,32.46
Strange Days (1995),"Action, Crime, Sci-Fi",605,3.3,27.93
Strangeland (1998),Thriller,15,1.87,23.07
Stranger Than Paradise (1984),Comedy,124,3.85,33.5
Stranger in the House (1997),Thriller,7,2.57,30.14
"Stranger, The (1994)",Action,2,4.0,45.0
Strangers on a Train (1951),"Film-Noir, Thriller",482,4.3,33.12
Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,61,3.75,29.89
Street Fighter (1994),Action,105,1.86,22.84
"Streetcar Named Desire, A (1951)",Drama,483,4.23,32.81
Strictly Ballroom (1992),"Comedy, Romance",676,3.95,32.14
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,4,3.25,15.5
Striking Distance (1993),Action,129,2.64,28.6
Stripes (1981),Comedy,740,3.84,30.28
Striptease (1996),"Comedy, Crime",298,2.18,28.65
Stuart Little (1999),"Children's, Comedy",520,3.15,29.41
Stuart Saves His Family (1995),Comedy,112,2.44,24.83
"Stupids, The (1996)",Comedy,55,2.0,24.6
SubUrbia (1997),Comedy,82,3.16,23.38
"Substance of Fire, The (1996)",Drama,6,3.83,35.83
"Substitute, The (1996)",Action,141,2.65,28.29
"Suburbans, The (1999)",Drama,6,1.67,23.17
Sudden Death (1995),Action,102,2.66,26.25
Sudden Manhattan (1996),Comedy,2,1.5,21.5
"Suddenly, Last Summer (1959)",Drama,102,3.83,40.0
Sugar Town (1999),Comedy,20,3.05,33.1
"Sugarland Express, The (1974)",Drama,77,3.45,38.38
Suicide Kings (1997),"Crime, Drama",213,3.41,25.2
Sullivan's Travels (1942),Comedy,161,4.09,35.96
"Sum of Us, The (1994)",Comedy,33,3.97,30.09
Summer of Sam (1999),Drama,395,3.07,26.97
"Sunchaser, The (1996)",Drama,2,2.5,31.5
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,470,4.49,33.57
Sunset Park (1996),Drama,2,2.5,9.5
Sunset Strip (2000),Comedy,6,3.17,28.33
Sunshine (1999),Drama,87,3.67,32.06
Super Mario Bros. (1993),"Action, Adventure, Children's, Sci-Fi",350,1.87,24.44
Supercop (1992),"Action, Thriller",273,3.51,26.37
Supergirl (1984),"Action, Adventure, Fantasy",182,2.02,27.27
Superman (1978),"Action, Adventure, Sci-Fi",1222,3.54,29.9
Superman II (1980),"Action, Adventure, Sci-Fi",846,3.16,29.31
Superman III (1983),"Action, Adventure, Sci-Fi",511,2.34,28.72
Superman IV: The Quest for Peace (1987),"Action, Adventure, Sci-Fi",332,1.89,28.12
Supernova (2000),"Adventure, Sci-Fi",161,2.15,28.84
Superstar (1999),Comedy,213,2.45,21.82
"Superweib, Das (1996)",Comedy,1,2.0,18.0
Surf Nazis Must Die (1987),Drama,20,2.05,28.8
Surviving Picasso (1996),Drama,35,3.29,34.66
Surviving the Game (1994),"Action, Adventure, Thriller",124,2.88,26.85
Suspicion (1941),"Mystery, Thriller",167,4.01,35.6
Suture (1993),"Film-Noir, Thriller",32,3.41,27.84
Swamp Thing (1982),"Horror, Sci-Fi",273,2.53,29.99
"Swan Princess, The (1994)","Animation, Children's",54,2.89,25.5
"Sweet Hereafter, The (1997)",Drama,381,4.04,30.23
Sweet Nothing (1995),Drama,2,3.0,37.5
Sweet and Lowdown (1999),"Comedy, Drama",288,3.7,30.08
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),"Comedy, Drama",97,3.74,39.54
Swept from the Sea (1997),Romance,14,3.21,30.14
Swimming with Sharks (1995),"Comedy, Drama",209,3.71,26.92
Swing Kids (1993),"Drama, War",185,3.3,26.66
Swingers (1996),"Comedy, Drama",786,3.94,24.66
Swiss Family Robinson (1960),"Adventure, Children's",276,3.59,30.18
Switchback (1997),Thriller,88,3.19,29.78
Switchblade Sisters (1975),Crime,28,2.68,26.36
"Sword in the Stone, The (1963)","Animation, Children's",293,3.61,24.97
Synthetic Pleasures (1995),Documentary,3,3.67,32.67
T-Men (1947),Film-Noir,15,3.73,40.8
Taffin (1988),"Action, Thriller",8,3.12,31.0
Tainted (1998),"Comedy, Thriller",1,3.0,18.0
Take the Money and Run (1969),Comedy,252,4.05,34.24
"Taking of Pelham One Two Three, The (1974)",Action,276,3.8,39.22
"Talented Mr. Ripley, The (1999)","Drama, Mystery, Thriller",1331,3.5,29.47
Tales From the Crypt Presents: Demon Knight (1995),Horror,144,3.11,24.79
Tales from the Crypt Presents: Bordello of Blood (1996),Horror,151,2.59,25.85
Tales from the Darkside: The Movie (1990),Horror,100,2.85,27.36
Tales from the Hood (1995),"Comedy, Horror",149,2.73,25.91
Tales of Terror (1962),Horror,25,3.04,37.2
Talk of Angels (1998),Drama,2,2.5,25.0
Talking About Sex (1994),"Comedy, Drama",2,2.0,21.5
Tall Tale (1994),"Adventure, Children's",37,3.08,24.95
"Taming of the Shrew, The (1967)",Comedy,139,3.76,36.22
Tampopo (1986),Comedy,245,4.02,33.2
Tango (1998),Drama,48,3.42,37.1
"Tango Lesson, The (1997)",Romance,37,3.46,38.57
Tank Girl (1995),"Action, Comedy, Musical, Sci-Fi",358,2.61,27.39
"Tao of Steve, The (2000)",Comedy,208,3.7,28.61
Tarantella (1995),Drama,2,2.0,21.5
Tarantula (1955),"Horror, Sci-Fi",62,2.77,34.92
Target (1995),"Action, Drama",1,4.0,45.0
Tarzan (1999),"Animation, Children's",442,3.67,25.84
Tarzan and the Lost City (1998),"Action, Adventure",38,2.42,29.74
Tarzan the Fearless (1933),"Action, Adventure",17,3.18,40.82
